Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
docuays_PRIMARY	E:\USER\docuays\docuays.mdf	1212153856	PRIMARY	-1	128	False	True	False
docuays_LOG	F:\LOG\docuays\docuays_log.ldf	160178176		2199023255552	10	True	False	True
