Schema	TableName	Rows	Reserve Space	Space Used	Index Space Used	Unused Space	Type	Blob Columns
dbo	AA1010	0	0	0	0	0	BTree	0
dbo	AA1020	0	0	0	0	0	BTree	0
dbo	AA1030	0	0	0	0	0	BTree	0
dbo	AA1990	0	0	0	0	0	BTree	0
dbo	AA2010	0	0	0	0	0	BTree	0
dbo	AA2020	0	0	0	0	0	BTree	0
dbo	AA2990	0	0	0	0	0	BTree	0
dbo	AA3010	0	0	0	0	0	BTree	0
dbo	AA3020	0	0	0	0	0	BTree	0
dbo	AA3030	0	0	0	0	0	BTree	0
dbo	AA3990	0	0	0	0	0	BTree	0
dbo	AA4010	0	0	0	0	0	BTree	0
dbo	AA4020	0	0	0	0	0	BTree	0
dbo	AA4030	0	0	0	0	0	BTree	0
dbo	AA4990	0	0	0	0	0	BTree	0
dbo	AA5010	0	0	0	0	0	BTree	0
dbo	AA5020	0	0	0	0	0	BTree	0
dbo	AA5990	0	0	0	0	0	BTree	0
dbo	AA6010	0	0	0	0	0	BTree	0
dbo	AA6020	0	0	0	0	0	BTree	0
dbo	AA6990	0	0	0	0	0	BTree	0
dbo	AA7010	0	0	0	0	0	BTree	0
dbo	AA7020	0	0	0	0	0	BTree	0
dbo	AA7990	0	0	0	0	0	BTree	0
dbo	AA8010	0	0	0	0	0	BTree	0
dbo	AA8020	0	0	0	0	0	BTree	0
dbo	AA8990	0	0	0	0	0	BTree	0
dbo	AA9010	0	0	0	0	0	BTree	0
dbo	AA9020	0	0	0	0	0	BTree	0
dbo	AA9990	0	0	0	0	0	BTree	0
dbo	AAA010	0	0	0	0	0	BTree	0
dbo	AAA020	0	0	0	0	0	BTree	0
dbo	AAA990	0	0	0	0	0	BTree	0
dbo	AAB010	0	0	0	0	0	BTree	0
dbo	AAB020	0	0	0	0	0	BTree	0
dbo	AAB990	0	0	0	0	0	BTree	0
dbo	AAC010	0	0	0	0	0	BTree	0
dbo	AAC020	0	0	0	0	0	BTree	0
dbo	AAC990	0	0	0	0	0	BTree	0
dbo	AAD010	0	0	0	0	0	BTree	0
dbo	AAD020	0	0	0	0	0	BTree	0
dbo	AAD990	0	0	0	0	0	BTree	0
dbo	AAE010	0	0	0	0	0	BTree	0
dbo	AAE020	0	0	0	0	0	BTree	0
dbo	AAE990	0	0	0	0	0	BTree	0
dbo	AAF010	0	0	0	0	0	BTree	0
dbo	AAF020	0	0	0	0	0	BTree	0
dbo	AAF990	0	0	0	0	0	BTree	0
dbo	AAG010	0	0	0	0	0	BTree	0
dbo	AAG020	0	0	0	0	0	BTree	0
dbo	AAG990	0	0	0	0	0	BTree	0
dbo	AAH010	0	0	0	0	0	BTree	0
dbo	AAH020	0	0	0	0	0	BTree	0
dbo	AAH030	0	0	0	0	0	BTree	0
dbo	AAH990	0	0	0	0	0	BTree	0
dbo	AAI010	0	0	0	0	0	BTree	0
dbo	AAI020	0	0	0	0	0	BTree	0
dbo	AAI990	0	0	0	0	0	BTree	0
dbo	AAJ010	0	0	0	0	0	BTree	0
dbo	AAJ020	0	0	0	0	0	BTree	0
