Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
ft3_PRIMARY	E:\USER\ft3\ft3_PRIMARY.mdf	314572800	PRIMARY	-1	1280	False	True	False
ft3_LOG	F:\LOG\ft3\ft3_LOG.ldf	52428800		2199023255552	1280	False	False	True
