Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
intercajas_PRIMARY	E:\USER\intercajas\intercajas_PRIMARY.mdf	3670016000	PRIMARY	-1	1280	False	True	False
intercajas_LOG	F:\LOG\intercajas\intercajas_LOG.ldf	597688320		2199023255552	1280	False	False	True
