Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
harvest_PRIMARY	E:\USER\harvest\harvest_PRIMARY.mdf	26214400000	PRIMARY	-1	131072	False	True	False
harvest_LOG	F:\LOG\harvest\harvest_LOG.ldf	239075328		2199023255552	16384	False	False	True
