Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
inventario	E:\USER\inventario.mdf	8388608	PRIMARY	-1	8192	False	True	False
inventario_log	F:\LOG\inventario_log.ldf	8388608		2199023255552	8192	False	False	True
