Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
PWC_REPO	E:\USER\PWC_REPO\pwc_repo_v2.mdf	8594128896	PRIMARY	-1	8192	False	True	False
PWC_REPO_log	F:\LOG\PWC_REPO\pwc_repo_v2.ldf	4294967296		2199023255552	8192	False	False	True
