StartDate	Size	Minutes	Server
05/11/2022 01:04:57	36398253056	9	CHOLCHOL
05/10/2022 01:05:08	36398253056	8	CHOLCHOL
05/09/2022 01:04:27	36398253056	9	CHOLCHOL
05/08/2022 01:04:16	36398253056	9	CHOLCHOL
05/07/2022 01:04:31	36398253056	9	CHOLCHOL
05/06/2022 01:05:29	36398253056	9	CHOLCHOL
05/05/2022 01:06:45	36398253056	10	CHOLCHOL
05/04/2022 01:05:14	36398253056	9	CHOLCHOL
