Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
prueba	E:\USER\ValidacionTributaria\ValidacionTributaria_PRIMARY.mdf	42949672960	PRIMARY	-1	16384	False	True	False
prueba_log	F:\LOG\ValidacionTributaria\ValidacionTributaria_LOG.ldf	5242880		-1	10	True	False	True
