Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
modeldev	E:\ROOT\MSSQL14.MSSQLSERVER\MSSQL\DATA\model.mdf	10485760	PRIMARY	-1	8192	False	True	False
modellog	E:\ROOT\MSSQL14.MSSQLSERVER\MSSQL\DATA\modellog.ldf	5242880		-1	8192	False	False	True
