StartDate	Size	Minutes	Server
05/11/2022 01:16:06	27493807104	1	CHOLCHOL
05/10/2022 01:16:09	27493807104	1	CHOLCHOL
05/09/2022 01:16:01	27493807104	1	CHOLCHOL
05/08/2022 01:15:41	27493807104	2	CHOLCHOL
05/07/2022 01:15:38	27493807104	2	CHOLCHOL
05/06/2022 01:17:19	27493807104	1	CHOLCHOL
05/05/2022 01:19:25	27493807104	1	CHOLCHOL
05/04/2022 01:16:51	27493807104	2	CHOLCHOL
