Schema	TableName	Rows	Reserve Space	Space Used	Index Space Used	Unused Space	Type	Blob Columns
dbo	ISP_MASTER_ELECT_LOCK	1	147456	8192	24576	114688	Heap	0
dbo	ISP_MASTER_ELECTION	1	73728	40960	8192	24576	Heap	0
dbo	ISP_RUN_LOG	14759	9453568	5595136	2916352	942080	Heap	0
dbo	PC_AUDITLOG	2	147456	32768	8192	106496	BTree	0
dbo	PC_DBOBJECT	153	147456	49152	24576	73728	Heap	0
dbo	PC_DBRCONFIG	2	147456	24576	8192	114688	BTree	0
dbo	PC_ICLASS_SIG	337	204800	147456	16384	40960	BTree	0
dbo	PC_NAMESPACE	5	147456	8192	24576	114688	BTree	0
dbo	PC_NAMESPACE_SEQUENCE	0	0	0	0	0	BTree	0
dbo	PC_ORMSTATE	2	4341760	4251648	8192	81920	BTree	0
dbo	PC_PACKAGE	59	147456	16384	32768	98304	BTree	0
dbo	PC_PREPROCESS_KV_ENTRY	0	0	0	0	0	BTree	0
dbo	PC_REPOSITORY	1	73728	8192	8192	57344	BTree	0
dbo	PC_UPGRADE_LOG	0	81920	16384	16384	49152	BTree	0
dbo	PO_ALERT	0	0	0	0	0	BTree	0
dbo	PO_ANNOTATION	1	294912	24576	40960	229376	BTree	0
dbo	PO_ATTRIBUTES	0	0	0	0	0	BTree	0
dbo	PO_CALUSAGE	0	0	0	0	0	BTree	0
dbo	PO_CLOUDORG	0	0	0	0	0	BTree	0
dbo	PO_CLOUDSERVICECONFIGURAT	1	221184	8192	40960	172032	BTree	0
dbo	PO_CLUSTERCONF	0	0	0	0	0	BTree	0
dbo	PO_CODEPAGE	0	0	0	0	0	BTree	0
dbo	PO_CODEPAGESYSTEM	0	0	0	0	0	BTree	0
dbo	PO_COLLECTIONENTRY_0	404	434176	81920	98304	253952	BTree	0
dbo	PO_COLLECTIONENTRY_1	444	434176	90112	122880	221184	BTree	0
dbo	PO_COLLECTIONENTRY_2	873	630784	180224	180224	270336	BTree	0
dbo	PO_COLLECTIONENTRY_3	951	630784	188416	188416	253952	BTree	0
dbo	PO_COLLECTIONENTRY_4	505	434176	106496	122880	204800	BTree	0
dbo	PO_COLLECTIONENTRY_5	541	434176	98304	131072	204800	BTree	0
dbo	PO_COLLECTIONENTRY_6	413	434176	73728	98304	262144	BTree	0
dbo	PO_COLLECTIONENTRY_7	474	434176	98304	114688	221184	BTree	0
dbo	PO_COLLECTIONENTRY_8	717	499712	172032	139264	188416	BTree	0
dbo	PO_COLLECTIONENTRY_9	592	499712	122880	122880	253952	BTree	0
dbo	PO_COMMAND	0	0	0	0	0	BTree	0
dbo	PO_COMPUTENODECONFIGURATI	0	0	0	0	0	BTree	0
dbo	PO_CONFFETCHERPARAMETER	0	0	0	0	0	BTree	0
dbo	PO_CONFNAMESPACE	0	0	0	0	0	BTree	0
dbo	PO_CONFPROPERTY	0	0	0	0	0	BTree	0
dbo	PO_CONNECTINFO	0	0	0	0	0	BTree	0
dbo	PO_CONNECTINFOCLASSIFIERC	0	0	0	0	0	BTree	0
dbo	PO_CONNECTIONPOOLATTRIBUT	0	0	0	0	0	BTree	0
dbo	PO_CONTEXT	0	0	0	0	0	BTree	0
