Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
Swsnew_PRIMARY	E:\USER\Swsnew\Swsnew_PRIMARY.mdf	31457280	PRIMARY	-1	1280	False	True	False
Swsnew_LOG	F:\LOG\Swsnew\Swsnew_LOG.ldf	89128960		2199023255552	1280	False	False	True
