StartDate	Size	Minutes	Server
05/11/2022 01:00:03	6370304	0	ANGOL
05/10/2022 01:00:03	6370304	0	ANGOL
05/09/2022 01:00:03	6370304	0	ANGOL
05/08/2022 01:00:03	6370304	0	ANGOL
05/07/2022 01:00:03	6370304	0	ANGOL
05/06/2022 01:00:03	6370304	0	ANGOL
05/05/2022 01:00:03	6370304	0	ANGOL
05/04/2022 01:00:03	6370304	0	ANGOL
