Name	File Name	File Size	File Group Name	MaxSize	Growth	Is Growth Percentage	Is Disk	Is Log
Snman2000_PRIMARY	E:\USER\Snman2000\Snman2000_PRIMARY.mdf	10485760	PRIMARY	-1	1280	False	True	False
Snman2000_LOG	F:\LOG\Snman2000\Snman2000_LOG.ldf	10485760		2199023255552	1280	False	False	True
